epoch,map50_outregion,map50_inregion
10.0,0.14031970500946045,0.07509490847587585
20.0,0.5556200742721558,0.26406994462013245
30.0,0.6587973833084106,0.4875525236129761
40.0,0.5717322826385498,0.4839899241924286
